Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,Neighborhood,HouseStyle,GarageType,ExterQual,KitchenQual,CentralAir,LotFrontage,MasVnrArea,SalePrice
159,8118,8,7,1981,2012,967,1381,481,1874,2,0,3,6,2,2,607,0,0,0,NWAmes,1Story,BuiltIn,Gd,Fa,N,69.11149392483209,0.0,242024.0
160,6624,10,7,1912,1989,1354,359,0,348,2,1,2,6,2,2,604,135,168,0,OldTown,2Story,Attchd,Fa,Gd,Y,46.59685778809036,270.0,229075.0
161,6274,6,5,1942,1959,978,1407,631,2035,2,1,4,8,0,3,681,237,3,0,OldTown,1.5Fin,Attchd,Gd,TA,Y,,375.0,249306.0
162,6461,3,5,1984,2011,1114,739,1050,1787,2,1,4,6,0,0,0,0,180,0,SawyerW,2Story,Attchd,TA,Gd,Y,44.28219012028855,109.0,213231.0
163,8683,7,5,1993,2020,1116,1255,820,2061,2,1,2,6,0,0,0,150,83,0,NridgHt,SLvl,Attchd,Gd,TA,Y,78.40757898993776,81.0,156970.0
164,10264,4,1,1920,1948,1216,1665,822,2485,2,0,4,9,2,3,852,246,0,0,CollgCr,1Story,Attchd,Ex,TA,Y,117.82270696979401,0.0,256280.0
165,10003,9,8,2011,2013,1273,1462,878,2343,2,1,1,6,1,1,301,218,148,0,NWAmes,1Story,Attchd,TA,TA,Y,65.50686330657305,256.0,250473.0
166,12467,5,1,1954,2000,980,1615,0,1609,3,1,3,5,0,1,259,0,0,0,Sawyer,SLvl,Attchd,Gd,TA,Y,67.91239129679602,192.0,213647.0
167,9001,3,4,1980,2010,685,1575,393,1970,2,0,3,6,1,0,0,293,85,0,Crawfor,2Story,Detchd,Fa,TA,Y,101.16318254611538,0.0,176096.0
168,16017,2,9,1939,1942,562,950,0,933,2,1,2,6,0,2,614,0,191,0,Timber,1Story,Attchd,Gd,Fa,Y,,220.0,115089.0
169,8055,2,9,1982,2018,1457,1377,1014,2408,3,0,1,3,1,1,234,262,0,0,Gilbert,1Story,Detchd,TA,Gd,Y,56.41180210468695,0.0,183540.0
170,26584,3,5,2015,2015,1358,494,416,893,3,1,4,7,0,0,0,224,174,0,Timber,SLvl,Detchd,Fa,TA,Y,85.14074248500992,348.0,128364.0
171,11501,2,4,1914,1952,1309,888,453,1325,1,0,3,5,1,1,280,230,0,0,Mitchel,1Story,Detchd,Gd,TA,Y,21.0,343.0,193820.0
172,6355,4,3,1972,2019,1374,1679,0,1681,1,1,3,6,2,3,947,0,30,0,NWAmes,1Story,Attchd,Gd,TA,Y,47.909396948726425,339.0,180969.0
173,5835,2,3,1951,1996,985,1003,624,1646,2,1,3,7,0,1,241,0,0,0,BrkSide,1Story,Detchd,TA,TA,N,93.53738870278886,477.0,93538.0
174,10861,10,5,1973,1998,800,440,0,456,2,1,3,5,0,1,351,66,177,0,OldTown,SLvl,Attchd,Ex,Gd,Y,58.775051850211284,446.0,203904.0
175,8189,9,1,2007,2022,657,1915,560,2465,1,1,5,9,2,3,677,296,0,0,Edwards,SLvl,Attchd,TA,Gd,Y,65.5926987147337,421.0,255797.0
176,11915,2,5,1994,2000,614,1363,2,1355,1,1,2,4,0,2,684,0,125,0,NridgHt,2Story,Detchd,Gd,TA,Y,,196.0,125527.0
177,10821,9,6,1952,1955,1534,1440,409,1841,2,0,4,7,0,0,0,0,82,0,NAmes,2Story,Attchd,Gd,Gd,Y,46.1360227795859,300.0,218622.0
178,8698,6,7,1986,2015,852,777,1054,1824,1,1,4,6,2,2,445,183,0,0,Mitchel,1Story,Attchd,Gd,TA,Y,21.0,73.0,256826.0
179,6382,1,9,1951,1980,1471,1257,538,1782,2,0,2,7,2,2,429,0,0,0,NAmes,1Story,Attchd,TA,TA,Y,62.01068957341751,197.0,162861.0
180,4885,4,3,1929,1950,975,1247,129,1380,3,0,1,6,1,1,308,15,26,0,NAmes,1.5Fin,Attchd,Gd,Gd,Y,80.24342756862484,0.0,163245.0
181,7490,1,2,1932,2006,779,837,0,834,3,0,2,4,2,0,0,299,140,0,Crawfor,1Story,Attchd,Ex,Ex,Y,75.43070665841293,0.0,179674.0
182,12613,6,3,1956,2021,612,1085,807,1889,1,0,3,8,2,1,239,240,193,0,Sawyer,2Story,,TA,TA,Y,51.695646357911656,0.0,223306.0
183,9755,4,9,1951,1962,814,579,0,568,3,1,3,7,0,3,1057,0,187,0,Mitchel,2Story,Attchd,Gd,Gd,Y,38.562181774719086,0.0,202486.0
184,5440,3,7,1908,2001,1617,1018,611,1615,3,1,2,7,2,2,464,17,0,0,Gilbert,1Story,Detchd,Gd,Gd,Y,61.77471334704833,0.0,169849.0
185,9597,3,9,1953,1988,616,1520,0,1513,3,1,2,7,0,2,501,0,42,325,OldTown,2Story,Detchd,Gd,Gd,Y,40.76269615809555,136.0,232294.0
186,10447,9,2,2010,2011,1896,866,0,860,3,1,4,8,2,3,766,0,68,0,SawyerW,2Story,Detchd,TA,Gd,Y,53.113445746504894,345.0,306775.0
187,6288,6,5,1900,1989,713,1874,810,2679,2,0,4,8,2,0,0,0,0,0,NridgHt,1.5Fin,,TA,Ex,Y,72.84032628929032,498.0,124429.0
188,9523,9,4,1943,1995,1349,604,951,1536,2,0,5,8,1,2,567,258,69,0,Gilbert,1Story,CarPort,Gd,TA,Y,50.8268601002391,0.0,222169.0
189,9166,5,2,1998,2004,991,1051,0,1060,1,0,5,9,2,2,487,237,0,0,Somerst,1Story,BuiltIn,Gd,Gd,Y,98.29892712015968,0.0,128697.0
190,5669,2,9,1974,1974,921,900,0,909,3,1,3,5,2,0,0,0,0,0,OldTown,2Story,,TA,Gd,Y,46.99204099116369,488.0,165143.0
191,10333,8,9,1997,2022,541,1081,1109,2187,3,1,5,10,0,1,317,0,194,0,Timber,SFoyer,Attchd,TA,Fa,N,56.69482270730103,468.0,196695.0
192,11207,5,6,1979,2004,1010,1671,683,2364,3,1,5,8,0,3,867,0,0,0,Edwards,1Story,Detchd,Gd,TA,Y,88.69408190368661,0.0,232163.0
193,13810,2,6,1908,1994,586,775,0,767,1,1,1,5,1,0,0,37,163,0,Mitchel,SFoyer,CarPort,Ex,Gd,Y,85.18933714413114,307.0,153732.0
194,13650,4,8,1931,2020,377,978,968,1945,2,0,2,7,2,3,859,283,70,0,Mitchel,1.5Fin,Detchd,Gd,TA,Y,81.3656410294766,379.0,233818.0
195,5161,9,6,1914,2022,1097,1398,0,1412,3,1,4,6,0,3,755,0,92,0,BrkSide,1.5Fin,,TA,TA,Y,55.96294027445003,341.0,170884.0
196,6154,4,1,1911,1916,795,1185,50,1237,2,1,5,7,2,2,510,242,142,0,BrkSide,1Story,Attchd,Fa,TA,Y,82.85082307210233,0.0,130326.0
197,11003,4,4,1996,2001,1723,1216,911,2139,1,0,4,7,1,0,0,0,145,0,NAmes,1Story,Attchd,Ex,TA,Y,87.42542009837439,441.0,190647.0
198,10998,2,7,2008,2019,1450,783,0,800,2,0,5,7,0,3,928,291,131,0,NWAmes,1Story,,Gd,TA,Y,79.71720381249266,352.0,193129.0
199,11004,6,2,1977,1984,1728,1122,0,1136,3,1,5,10,0,1,288,102,0,0,Somerst,1Story,Attchd,Ex,Gd,Y,69.28801158201588,303.0,155662.0
200,41818,2,9,2020,2021,777,1579,886,2480,2,1,3,7,1,3,912,291,0,0,CollgCr,SFoyer,BuiltIn,Gd,TA,Y,82.69606597462125,132.0,288371.0
201,11252,7,8,1956,1974,1104,538,0,537,2,0,1,3,2,2,555,106,0,0,Crawfor,1Story,Attchd,Gd,TA,Y,68.33295232997686,468.0,271233.0
202,14104,3,8,1907,2007,1,885,0,867,1,1,2,6,0,1,287,245,178,0,BrkSide,2Story,Detchd,TA,TA,Y,,26.0,101782.0
203,13116,3,7,1971,1988,937,460,0,447,1,0,2,7,0,1,303,0,185,0,NWAmes,1Story,,Gd,Ex,Y,71.64150740669682,424.0,163928.0
204,11620,5,4,1926,2020,1089,1354,16,1389,1,0,3,8,1,0,0,65,187,0,Crawfor,1.5Fin,Attchd,TA,Ex,Y,36.764847481237474,256.0,255909.0
205,7894,3,2,1961,2022,1111,1615,0,1626,1,1,3,7,1,1,316,137,17,0,NridgHt,1Story,Attchd,Gd,Fa,Y,,50.0,113555.0
206,12131,2,3,1911,2011,1033,1080,0,1088,2,0,2,7,1,0,0,0,66,0,Timber,1Story,Attchd,TA,Gd,Y,115.77013697164631,143.0,117483.0
207,6573,10,6,1964,1993,1076,767,0,753,2,1,2,5,2,0,0,92,0,0,Timber,1Story,CarPort,TA,Gd,Y,27.37709713471662,0.0,182903.0
208,8145,9,5,2006,2015,0,779,0,760,1,1,1,3,2,1,329,277,96,0,Sawyer,1.5Fin,BuiltIn,Ex,TA,Y,104.14920726611554,355.0,207243.0
209,7375,2,8,2003,2003,1152,1037,573,1610,1,1,5,8,2,0,0,0,33,0,Mitchel,1Story,Attchd,Fa,Gd,Y,83.76164336141005,235.0,166723.0
210,9253,2,6,1941,2014,1243,1035,0,1020,3,1,1,4,1,0,0,0,157,0,OldTown,1Story,Attchd,Gd,Gd,Y,,0.0,189090.0
211,22603,8,6,1961,1997,1585,1496,0,1503,3,0,2,5,0,1,281,89,146,0,Timber,1Story,BuiltIn,TA,TA,Y,,476.0,173833.0
212,4243,9,1,2014,2019,1197,895,673,1583,1,1,5,9,2,2,535,49,136,0,NridgHt,SFoyer,BuiltIn,TA,TA,Y,69.97470980452269,358.0,173975.0
213,11784,7,4,1910,2003,997,1315,726,2052,2,1,2,6,1,3,842,0,167,0,BrkSide,2Story,Attchd,Ex,TA,Y,53.58089089864981,302.0,178795.0
214,4698,3,5,2002,2008,1491,1033,251,1272,1,0,1,6,2,0,0,78,0,0,NAmes,1.5Fin,Attchd,TA,TA,Y,96.1575274766902,0.0,159048.0
215,7414,9,3,1942,1950,107,866,0,856,2,1,1,5,0,0,0,0,94,0,Gilbert,2Story,,TA,Gd,Y,55.33262228284329,0.0,132065.0
216,13843,3,9,1994,2015,844,1024,1195,2221,2,1,1,6,0,1,320,0,0,0,SawyerW,1Story,Detchd,Fa,TA,Y,63.931790646113555,153.0,216738.0
217,9188,5,1,1916,1936,743,1277,0,1267,3,1,5,9,1,3,790,0,90,0,Gilbert,2Story,,TA,Gd,Y,75.41596514444286,0.0,153106.0
218,5819,9,6,1996,2007,1036,1497,0,1478,1,1,4,9,0,3,961,103,110,0,BrkSide,1Story,Detchd,Gd,Gd,Y,55.82037716601501,216.0,163207.0
219,6726,3,6,1931,1959,170,1054,0,1036,1,0,4,6,1,0,0,276,0,0,SawyerW,1Story,Detchd,TA,TA,Y,,0.0,99786.0
220,11752,7,5,2021,2021,1577,692,0,682,2,0,2,7,1,1,262,0,70,0,Crawfor,2Story,Detchd,TA,Gd,Y,63.49041732493218,129.0,253158.0
221,6686,1,5,1992,2002,950,1529,0,1543,1,1,5,7,1,2,553,253,52,0,Gilbert,2Story,,TA,TA,Y,28.621546378430416,0.0,110774.0
222,9765,4,5,1984,1998,1177,808,936,1738,3,0,3,8,1,3,837,229,0,0,OldTown,1Story,Attchd,TA,Gd,Y,73.31686661220598,402.0,211330.0
223,9120,4,6,1984,1985,1139,1249,0,1239,3,0,4,8,0,2,688,0,70,0,Gilbert,1Story,Attchd,Gd,Gd,Y,,287.0,153178.0
224,6900,7,8,1939,1990,1554,1140,334,1484,1,0,5,9,0,1,234,141,52,0,Timber,1.5Fin,Attchd,Gd,TA,Y,,470.0,184425.0
225,21111,8,2,1922,1965,305,1089,0,1096,1,0,5,7,0,2,524,42,0,0,OldTown,1.5Fin,CarPort,TA,TA,Y,82.15871727450082,0.0,181083.0
226,11539,1,6,1955,2008,1094,964,718,1689,3,1,4,7,0,1,216,0,0,0,SawyerW,1Story,Detchd,Fa,Gd,Y,95.36896733094203,0.0,192969.0
227,3983,5,1,1905,1922,1508,1385,0,1396,1,0,5,8,1,0,0,83,170,350,NWAmes,1Story,Attchd,TA,TA,Y,,216.0,177477.0
228,9648,7,4,1985,1987,1010,300,0,304,2,1,5,10,1,2,510,258,18,0,NridgHt,SLvl,Detchd,Fa,Gd,Y,,0.0,122484.0
229,6872,4,3,1949,1955,669,1581,0,1580,1,1,4,8,0,0,0,86,0,0,Timber,1.5Fin,Attchd,Fa,Gd,Y,52.812845499985556,0.0,106129.0
230,12593,4,9,2001,2011,808,803,290,1100,2,0,1,4,2,0,0,0,161,0,Mitchel,SFoyer,Attchd,TA,Gd,Y,21.0,0.0,239679.0
231,6522,4,3,1936,2017,892,1305,771,2080,1,1,2,6,2,1,247,95,181,163,Edwards,1Story,Attchd,TA,Gd,Y,65.2291967849966,229.0,154542.0
232,8553,6,6,2008,2019,761,1284,0,1274,1,0,3,7,2,2,547,254,0,0,OldTown,2Story,Detchd,TA,Gd,N,84.36203760596742,108.0,209848.0
233,10959,7,1,1963,2000,988,1634,213,1845,3,1,2,6,0,3,784,0,0,0,Gilbert,1Story,BuiltIn,TA,TA,Y,,339.0,172267.0
234,12661,2,6,2014,2018,1653,1225,0,1232,2,1,1,6,1,2,528,0,54,0,NWAmes,2Story,BuiltIn,TA,TA,Y,98.46742523913113,494.0,193265.0
235,5540,5,4,1953,2010,811,834,883,1697,3,0,1,3,1,3,1172,91,0,0,OldTown,1Story,,Ex,Gd,Y,67.73856500577804,0.0,219296.0
236,7833,4,8,1971,2003,854,540,0,524,1,1,5,10,2,0,0,0,126,0,Sawyer,1Story,Attchd,Gd,Fa,Y,50.27963007795076,0.0,202129.0
237,7405,3,9,2004,2015,1233,1017,536,1542,3,0,2,5,2,0,0,257,14,0,Gilbert,1Story,BuiltIn,Gd,Gd,Y,35.17543635347021,0.0,195253.0
238,6895,7,4,1948,2006,980,405,0,418,1,1,1,3,1,1,377,0,0,0,Edwards,2Story,Attchd,Ex,Gd,N,106.54318747275913,213.0,173055.0
239,18145,6,6,1998,2008,518,911,0,926,1,1,2,5,2,3,969,123,0,0,Somerst,2Story,Attchd,Gd,Gd,Y,96.00613484810063,0.0,152569.0
240,10530,7,1,2014,2017,1025,1038,670,1689,1,0,1,3,2,2,563,259,65,0,OldTown,2Story,Attchd,TA,Gd,Y,61.12502923447079,52.0,253560.0
241,5408,5,4,1910,1991,1010,887,644,1528,2,0,3,5,1,1,233,0,173,0,Timber,SLvl,Attchd,TA,TA,Y,90.43819862914903,0.0,124653.0
242,12927,6,7,1987,1990,1440,1165,876,2033,2,0,1,6,2,1,332,110,0,0,CollgCr,1.5Fin,Attchd,Gd,Gd,Y,65.38975045075493,341.0,311452.0
243,20928,5,1,1948,1969,661,1060,0,1044,2,1,2,6,2,1,317,289,0,0,NWAmes,2Story,Attchd,TA,TA,Y,,0.0,197733.0
244,13534,7,8,1920,1985,1442,1025,0,1024,3,0,5,9,0,2,437,86,193,0,Mitchel,SFoyer,Detchd,TA,TA,Y,55.62860507867367,0.0,310841.0
245,4876,2,6,2014,2019,1010,300,0,281,1,0,2,4,2,1,267,0,193,0,OldTown,2Story,Attchd,Gd,TA,Y,64.89287922898144,0.0,135785.0
246,7378,5,5,1965,2006,606,658,0,648,3,0,4,9,0,2,463,262,0,0,Gilbert,1Story,Detchd,TA,TA,Y,61.231785123672175,247.0,110123.0
247,14864,6,9,1962,1986,526,1394,324,1727,3,0,2,5,1,1,165,287,0,0,Somerst,SFoyer,Attchd,Gd,Gd,Y,71.35225943428084,331.0,155365.0
248,6747,6,2,2003,2018,1823,1455,811,2277,1,1,3,6,0,3,692,22,0,0,SawyerW,1Story,Attchd,TA,Gd,Y,105.38361432602952,,265741.0
249,10694,5,5,1982,2012,986,451,314,776,3,1,3,7,1,0,0,199,97,0,BrkSide,2Story,Attchd,Gd,TA,Y,120.1234117990665,285.0,144230.0
250,12208,10,6,2002,2015,1424,840,309,1166,1,1,3,7,0,3,909,241,161,0,Sawyer,1Story,Attchd,TA,Gd,Y,,0.0,313646.0
251,6180,7,7,1927,1965,366,1557,0,1564,1,1,1,4,0,3,801,238,0,0,Somerst,2Story,Attchd,TA,Gd,Y,80.108148596049,0.0,162479.0
252,8744,10,5,2022,2022,2105,877,0,866,1,1,3,6,0,1,334,164,191,0,BrkSide,2Story,Detchd,Gd,TA,Y,74.6118618462023,106.0,185865.0
253,2449,8,9,1916,1943,1407,1107,690,1798,1,1,2,7,2,3,963,225,43,0,Sawyer,1Story,BuiltIn,Fa,Gd,Y,81.67028478995718,436.0,294643.0
254,5944,7,1,1905,2000,947,1697,0,1693,3,0,5,8,2,3,824,0,156,0,BrkSide,2Story,Attchd,Ex,TA,N,60.09603069990261,0.0,152702.0
255,8094,5,7,1918,2009,927,1012,0,1013,3,1,3,8,2,3,809,0,189,0,Somerst,1.5Fin,Attchd,TA,Gd,Y,81.97036837737117,201.0,113510.0
256,5436,1,7,1955,2005,1343,958,1094,2050,3,0,2,6,2,1,295,0,15,0,BrkSide,1Story,BuiltIn,TA,Fa,Y,,391.0,121546.0
257,17205,5,4,2001,2017,1320,1090,1278,2364,2,0,1,4,2,2,558,22,0,0,SawyerW,1Story,Attchd,Fa,TA,Y,144.4093432771736,0.0,253589.0
258,5054,10,9,1927,1935,1123,1854,713,2570,3,0,1,5,0,0,0,0,0,0,Mitchel,1Story,Attchd,Gd,Ex,Y,76.39340172815089,0.0,295475.0
259,7509,2,5,1965,2022,1054,1319,0,1334,3,0,5,7,2,0,0,43,1,0,Gilbert,1.5Fin,Detchd,Gd,TA,Y,86.06064968653658,19.0,152939.0
260,9436,5,4,1937,1981,1274,1157,0,1168,2,1,5,7,1,2,613,0,60,0,Somerst,1.5Fin,Detchd,TA,TA,Y,45.39836481770875,267.0,142984.0
261,15938,5,7,2018,2022,353,950,0,965,1,1,2,4,0,2,665,179,131,0,CollgCr,SLvl,Detchd,Ex,TA,Y,,496.0,221092.0
262,5042,2,4,1936,2022,901,1354,559,1920,1,1,5,8,0,3,955,295,0,0,SawyerW,1Story,BuiltIn,TA,TA,Y,37.69119123724447,322.0,189566.0
263,14260,5,3,2014,2018,391,1400,21,1414,1,0,5,9,1,0,0,138,51,0,SawyerW,1Story,Attchd,TA,TA,Y,102.03827635608589,467.0,157531.0
264,8992,4,9,2015,2016,1291,742,0,757,2,1,1,4,2,2,676,247,0,0,Gilbert,1Story,Attchd,TA,Gd,Y,45.58664395932237,177.0,163339.0
265,6047,1,8,1967,2019,779,1410,0,1395,3,1,2,6,1,3,890,0,179,0,Timber,1Story,Attchd,Gd,Gd,Y,65.84542198992587,,108962.0
266,10773,3,1,1985,2016,421,1092,0,1080,3,1,5,10,0,0,0,0,30,0,NridgHt,2Story,BuiltIn,TA,Fa,Y,66.82230160627563,0.0,100711.0
267,9697,1,7,1989,1998,732,1159,0,1159,3,1,2,5,0,1,339,0,0,0,OldTown,SFoyer,CarPort,TA,Gd,Y,80.41046111760076,0.0,153614.0
268,7043,5,9,1948,1986,1109,813,997,1801,3,1,3,5,0,1,308,0,154,0,OldTown,1Story,Attchd,TA,Ex,Y,41.56675242403135,471.0,234958.0
269,9208,4,8,1942,1956,967,998,0,1007,2,1,1,6,1,0,0,122,120,0,Crawfor,SFoyer,Attchd,TA,Gd,Y,88.91148466635636,79.0,231155.0
270,7676,7,8,1935,2005,580,758,0,768,3,0,1,5,2,0,0,34,50,0,NridgHt,1Story,Attchd,Gd,TA,Y,97.38958448191653,0.0,166974.0
271,9371,5,6,1957,1985,368,740,657,1416,1,0,1,4,0,1,245,0,94,0,BrkSide,SLvl,Attchd,Gd,TA,Y,55.478911208881826,0.0,96256.0
272,11670,10,4,1912,2022,1079,1293,0,1276,2,1,4,8,2,1,247,0,175,0,SawyerW,1Story,Attchd,Gd,TA,Y,69.19498864705676,0.0,245317.0
273,16888,4,8,1951,1953,817,1015,1075,2100,2,0,2,6,0,0,0,0,10,0,Edwards,SLvl,Detchd,TA,TA,Y,83.78399591096323,0.0,203426.0
274,5458,2,3,1957,1966,946,656,419,1081,1,0,3,6,2,3,1058,124,0,0,CollgCr,1Story,,Gd,TA,Y,75.62260171081843,0.0,199719.0
275,21019,4,9,1931,2022,986,1977,482,2463,1,1,5,8,1,2,468,0,0,0,NWAmes,SLvl,Attchd,TA,TA,Y,48.00617139138134,141.0,200718.0
276,4101,2,2,1980,2008,1222,722,431,1137,3,0,3,7,0,2,632,0,0,0,Timber,1Story,Attchd,TA,Gd,Y,85.42780635084586,435.0,131020.0
277,8427,8,2,2004,2018,1388,1564,357,1906,1,1,2,6,0,0,0,187,44,0,Mitchel,1Story,Attchd,TA,Gd,Y,103.27927367804469,,265096.0
278,11331,3,7,1999,2001,1108,588,745,1317,2,0,1,6,0,2,729,22,0,0,NWAmes,2Story,Attchd,Gd,TA,Y,103.21013683471861,0.0,192070.0
279,10020,9,4,2018,2021,921,1323,0,1329,2,1,4,6,1,1,216,260,71,0,Gilbert,1Story,Attchd,TA,Gd,Y,82.65604853396998,131.0,188458.0
280,6980,4,8,1959,2005,1059,1054,0,1041,2,0,2,6,1,1,309,0,174,0,Timber,2Story,BuiltIn,TA,TA,N,86.85140397940035,0.0,163800.0
281,8239,6,9,2009,2014,914,910,179,1077,3,0,2,4,2,2,630,151,20,0,CollgCr,SFoyer,Attchd,Ex,TA,Y,61.43786221544739,371.0,278356.0
282,7352,10,7,1982,1994,392,1224,363,1581,3,0,5,10,1,0,0,17,0,0,OldTown,2Story,,Ex,TA,Y,49.820765851694034,0.0,288829.0
283,7074,5,5,1957,1975,1486,1173,0,1188,1,0,3,5,0,1,244,26,21,0,Somerst,1.5Fin,Detchd,TA,Ex,Y,68.48843353249964,161.0,146444.0
284,12579,10,8,1998,2000,1411,841,1140,1967,3,1,3,5,2,3,713,0,0,0,BrkSide,1Story,Detchd,Gd,Ex,N,,319.0,234348.0
285,10329,1,4,2009,2016,1845,824,813,1648,3,0,5,10,1,3,992,28,155,0,BrkSide,2Story,Attchd,Gd,TA,Y,58.31806930971052,0.0,152860.0
286,6787,9,2,2003,2010,1962,551,0,538,2,1,4,8,2,1,321,138,194,0,Somerst,2Story,Detchd,Ex,Gd,Y,79.55708930955129,127.0,213448.0
287,12833,1,6,1955,2001,579,1266,0,1260,2,1,1,3,2,1,321,0,70,0,Mitchel,SLvl,Detchd,Gd,TA,Y,78.31077676442528,273.0,181620.0
288,10126,8,9,2022,2022,915,673,0,689,1,0,1,5,2,2,652,0,0,0,NWAmes,1Story,Attchd,Fa,TA,Y,61.76496177640719,481.0,211333.0
289,12396,9,1,1927,1930,2054,1151,0,1149,2,0,4,8,0,0,0,127,78,0,SawyerW,2Story,Attchd,TA,Fa,Y,102.63976636063734,0.0,260185.0
290,11520,9,7,1900,1950,1033,1375,0,1393,3,1,5,8,0,2,434,0,0,0,OldTown,1Story,,TA,TA,Y,104.9538291037639,0.0,241902.0
291,6427,1,9,1941,2007,1147,1229,0,1214,1,0,2,6,1,0,0,0,0,0,CollgCr,1Story,Attchd,Fa,Gd,Y,128.67525907827002,0.0,176056.0
292,7157,2,9,1981,1988,441,875,478,1351,1,1,3,7,0,3,782,288,0,0,SawyerW,1Story,Attchd,TA,TA,Y,52.43507553673895,0.0,141840.0
293,12075,1,3,1947,1962,1110,1495,622,2124,2,0,2,4,2,3,769,205,198,0,Sawyer,1Story,Attchd,TA,Gd,Y,78.95613905115627,0.0,211255.0
294,11431,10,5,1939,2015,1822,994,683,1673,2,1,3,7,2,0,0,235,0,0,NridgHt,1Story,Attchd,Gd,Gd,Y,71.94829496568916,483.0,195473.0
295,8880,2,8,1996,1998,1564,643,0,641,2,0,2,6,0,2,649,41,0,0,Crawfor,1Story,Attchd,TA,TA,Y,54.89890102782581,41.0,206000.0
296,9385,10,8,1962,2009,806,1042,851,1903,1,0,5,8,2,1,268,159,26,125,NWAmes,1.5Fin,Attchd,Gd,TA,Y,55.34387974605149,201.0,257660.0
297,14929,8,4,1975,1983,891,1372,0,1362,2,1,5,8,0,0,0,0,0,0,OldTown,1Story,Detchd,Gd,TA,Y,73.67016257221451,250.0,244094.0
298,7068,5,1,1971,1984,597,893,0,887,3,1,4,6,2,2,625,178,12,0,Gilbert,SLvl,Attchd,Ex,Gd,Y,59.727607628353724,0.0,117600.0
299,11146,7,1,1987,1999,709,1483,0,1472,1,1,2,4,1,3,806,0,106,0,Somerst,1Story,BuiltIn,Gd,TA,N,48.44757234018388,84.0,162632.0
300,8259,2,4,1979,1985,285,857,0,859,2,0,2,5,1,1,284,259,128,0,Somerst,1Story,BuiltIn,Ex,Gd,Y,72.71883910340192,483.0,115644.0
301,8208,8,6,2013,2019,1016,908,0,890,3,0,4,7,0,3,800,0,84,0,SawyerW,2Story,Attchd,Gd,TA,Y,45.66194721468123,182.0,238693.0
302,13898,6,8,1903,2004,1654,752,0,734,3,0,4,9,0,0,0,212,161,0,Sawyer,2Story,Detchd,TA,TA,Y,59.74017727771529,265.0,200133.0
303,12458,8,6,1937,1977,1192,1409,967,2373,2,0,5,9,0,3,718,0,140,0,NAmes,2Story,BuiltIn,Gd,Gd,Y,77.95874437075778,0.0,252070.0
304,12399,1,9,2007,2012,1596,1129,0,1133,3,1,5,7,0,3,927,0,0,0,NAmes,2Story,Detchd,TA,Ex,Y,67.02791880916712,21.0,179544.0
305,15096,1,9,1926,1949,1479,777,0,776,1,1,2,4,0,0,0,0,0,0,OldTown,1Story,Detchd,TA,Gd,N,,0.0,153512.0
306,9030,7,2,1908,2020,831,999,0,1007,1,0,5,9,2,1,249,79,0,0,BrkSide,2Story,BuiltIn,TA,TA,Y,109.79484369790177,75.0,157282.0
307,11763,8,1,2010,2014,746,300,0,301,3,0,5,9,1,0,0,0,0,0,CollgCr,2Story,Attchd,Gd,TA,Y,100.85770497320361,0.0,236715.0
308,7910,3,2,1915,1958,761,1445,0,1439,1,0,2,4,2,2,498,0,0,0,CollgCr,1Story,BuiltIn,TA,TA,Y,71.81405465774687,268.0,189419.0
309,10195,5,5,1955,1955,363,1085,0,1103,2,1,4,7,1,0,0,0,155,0,CollgCr,1.5Fin,Attchd,Ex,TA,Y,47.685022018457346,167.0,191688.0
310,8501,1,4,1975,1984,1062,300,0,289,3,1,2,5,2,0,0,164,0,0,Edwards,1.5Fin,Detchd,TA,TA,Y,87.83670591462474,0.0,129864.0
311,9309,7,4,1930,2009,0,596,0,596,1,0,1,5,2,1,211,0,31,0,NAmes,1Story,Attchd,TA,TA,Y,125.57594788118702,396.0,127675.0
312,11362,5,9,1987,1994,1286,989,298,1295,2,1,2,4,2,2,602,41,199,0,SawyerW,1.5Fin,BuiltIn,TA,TA,Y,100.02983210370442,352.0,240369.0
313,6455,8,8,2018,2018,1078,650,0,661,2,0,1,5,0,3,979,0,0,0,NWAmes,SLvl,Detchd,Gd,Gd,Y,,350.0,209410.0
314,20680,8,6,1913,2001,1238,1451,0,1440,1,0,2,5,1,3,785,0,153,0,Timber,2Story,Detchd,TA,TA,Y,65.6518982433518,239.0,170119.0
315,5988,9,1,2008,2009,1472,1309,0,1301,3,1,1,6,0,3,744,242,141,0,Somerst,1Story,BuiltIn,TA,TA,Y,,0.0,189391.0
316,5510,7,2,1924,1935,1129,1286,0,1288,2,1,1,6,0,3,622,211,0,0,Somerst,SLvl,CarPort,TA,Gd,Y,49.626415390809484,447.0,191404.0
317,14231,1,6,1933,2021,1702,300,985,1287,2,1,2,5,2,1,193,299,67,0,NWAmes,1Story,BuiltIn,Fa,TA,Y,,0.0,157536.0
318,12291,3,2,1966,1982,1298,950,0,960,2,1,5,9,1,2,618,0,62,0,Timber,1Story,Attchd,Gd,TA,Y,,82.0,129152.0
